input,output,label
Trade was very quiet with only one deal reported when spot high protein soymeal fetched 215 stg a tonne ex-store on the south coast .,[],1
BELGRADE 1996-08-31,"[{""text"": ""##ELGRADE"", ""type"": ""LOC""}, {""text"": ""B"", ""type"": ""LOC""}]",0
"Our catching will win or lose us the championship , "" he said .",[],1
5. Dionne Rose ( Jamaica ) 12.92,"[{""text"": ""Jamaica"", ""type"": ""LOC""}, {""text"": ""##ne Rose"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Dion"", ""type"": ""PER""}]",0
OFK Beograd 4 1 3 0 5 4 6,"[{""text"": ""OFK Beograd"", ""type"": ""ORG""}]",1
Huddersfield 3 1 1 1 4 4 4,"[{""text"": ""Huddersfield"", ""type"": ""ORG""}]",1
6. Jean Galfione ( France ) 5.65,"[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Jean Galfione"", ""type"": ""PER""}]",0
"VENICE , Italy 1996-08-31","[{""text"": ""Italy"", ""type"": ""LOC""}, {""text"": ""VENICE"", ""type"": ""LOC""}]",0
""" It 's a sight I will never forget .",[],1
HOUSTON AT PITTSBURGH,"[{""text"": ""##ITTSBURGH"", ""type"": ""LOC""}, {""text"": ""P"", ""type"": ""LOC""}, {""text"": ""##O"", ""type"": ""ORG""}, {""text"": ""##USTON"", ""type"": ""ORG""}, {""text"": ""H"", ""type"": ""ORG""}]",0
"The administration is still studying the new data , and officials have said that if experts think the information is significant , the agency could reopen its investigation .",[],1
"Romania - Cosmin Contra ( 31st ) , Mihai Tararache ( 75th )","[{""text"": ""Romania"", ""type"": ""LOC""}, {""text"": ""##hai Tararache"", ""type"": ""PER""}, {""text"": ""##in Contra"", ""type"": ""PER""}, {""text"": ""##sm"", ""type"": ""PER""}, {""text"": ""Co"", ""type"": ""PER""}, {""text"": ""Mi"", ""type"": ""PER""}]",0
Moslems were driven from the village during the 43- month Bosnian war and most of their houses were destroyed .,"[{""text"": ""Bosnian"", ""type"": ""MISC""}, {""text"": ""Moslems"", ""type"": ""MISC""}]",1
-- Wellington newsroom 64 4 473-4746,"[{""text"": ""Wellington"", ""type"": ""LOC""}]",1
These are the leading stories in the Tunisian press on Saturday .,"[{""text"": ""Tunisian"", ""type"": ""MISC""}]",1
Yeltsin visits wife Naina in hospital - Interfax .,"[{""text"": ""Interfax"", ""type"": ""ORG""}, {""text"": ""##in"", ""type"": ""PER""}, {""text"": ""##ina"", ""type"": ""PER""}, {""text"": ""##lts"", ""type"": ""PER""}, {""text"": ""Na"", ""type"": ""PER""}, {""text"": ""Ye"", ""type"": ""PER""}]",0
"LANDGRAAF , Netherlands 1996-08-31","[{""text"": ""##NDGRAAF"", ""type"": ""LOC""}, {""text"": ""LA"", ""type"": ""LOC""}, {""text"": ""Netherlands"", ""type"": ""LOC""}]",0
"Family-controlled Douglas & Lomason , which had 1995 revenue of $ 561 million , was finding it more difficult to compete for new seating contracts from vehicle makers , said James Hoey , chief financial officer .","[{""text"": ""Douglas & Lomason"", ""type"": ""ORG""}, {""text"": ""James Hoey"", ""type"": ""PER""}]",1
COMPETITIVE PRE-SALE CONTRIBUTED BY J.J. KENNY K-SHEETS :,"[{""text"": ""J. J. KEN"", ""type"": ""ORG""}, {""text"": ""SA"", ""type"": ""PER""}]",0
"URUS-MARTAN , Russia 1996-08-31","[{""text"": ""MARTAN"", ""type"": ""LOC""}, {""text"": ""Russia"", ""type"": ""LOC""}, {""text"": ""URUS"", ""type"": ""LOC""}]",0
I feel terrible .,[],1
Lebed said he had a telephone conversation with Yeltsin late on Thursday but gave no details .,"[{""text"": ""##in"", ""type"": ""PER""}, {""text"": ""##lts"", ""type"": ""PER""}, {""text"": ""Lebed"", ""type"": ""PER""}, {""text"": ""Ye"", ""type"": ""PER""}]",0
on Thursday ( players U.S. unless stated ) :,"[{""text"": ""U. S"", ""type"": ""LOC""}]",0
1969 - Scottish motor racing driver Jackie Stewart won the Italian Grand Prix to secure his first world championship .,"[{""text"": ""Italian Grand Prix"", ""type"": ""MISC""}, {""text"": ""Scottish"", ""type"": ""MISC""}, {""text"": ""Jackie Stewart"", ""type"": ""PER""}]",1
"I remember Nolan Ryan saying in ' 91 or ' 92 that he was the best young pitcher coming around in a long time and he saw ( Tom ) Seaver and ( Jerry ) Koosman when they were starting . ""","[{""text"": ""##osman"", ""type"": ""PER""}, {""text"": ""Jerry"", ""type"": ""PER""}, {""text"": ""Ko"", ""type"": ""PER""}, {""text"": ""Nolan Ryan"", ""type"": ""PER""}, {""text"": ""Seaver"", ""type"": ""PER""}, {""text"": ""Tom"", ""type"": ""PER""}]",0
BOSTON 69 65 .515 5 1/2,"[{""text"": ""BOSTON"", ""type"": ""ORG""}]",1
5. Hanne Haugland ( Norway ) 1.91,"[{""text"": ""Norway"", ""type"": ""LOC""}, {""text"": ""##ne Haugland"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Han"", ""type"": ""PER""}]",0
"Tiger Woods , who made the cut in his first tournament as a professional , shot a two-over-par 73 and was four under for the tournament .","[{""text"": ""Tiger Woods"", ""type"": ""PER""}]",1
"Very rarely . """,[],1
"Poland revived diplomatic ties at ambassadorial level with Yugoslavia in April but economic links are almost moribund , despite the end of a three-year U.N. trade embargo imposed to punish Belgrade for its support of Bosnian Serbs .","[{""text"": ""Belgrade"", ""type"": ""LOC""}, {""text"": ""Poland"", ""type"": ""LOC""}, {""text"": ""Yugoslavia"", ""type"": ""LOC""}, {""text"": ""Bosnian Serbs"", ""type"": ""MISC""}, {""text"": ""N"", ""type"": ""ORG""}, {""text"": ""U"", ""type"": ""ORG""}]",0
"Romania - Cosmin Contra ( 31st ) , Mihai Tararache ( 75th )","[{""text"": ""Romania"", ""type"": ""LOC""}, {""text"": ""##hai Tararache"", ""type"": ""PER""}, {""text"": ""##in Contra"", ""type"": ""PER""}, {""text"": ""##sm"", ""type"": ""PER""}, {""text"": ""Co"", ""type"": ""PER""}, {""text"": ""Mi"", ""type"": ""PER""}]",0
""" For myself , personally , I 've planned things so that that will be the end of me , "" the 32-year-old national team captain was quoted as saying by the daily Sueddeutsche Zeitung on Saturday .","[{""text"": ""Sueddeutsche Zeitung"", ""type"": ""ORG""}]",1
NEW YORK 1996-08-30,"[{""text"": ""NEW YORK"", ""type"": ""LOC""}]",1
Partizan 4 3 1 0 13 3 10,"[{""text"": ""Partizan"", ""type"": ""ORG""}]",1
"Wood , Loren Roberts , Steve Stricker , Brian Claar , Russ Cochran","[{""text"": ""##ren Roberts"", ""type"": ""PER""}, {""text"": ""Brian Claar"", ""type"": ""PER""}, {""text"": ""Lo"", ""type"": ""PER""}, {""text"": ""Russ Coch"", ""type"": ""PER""}, {""text"": ""Steve Stricker"", ""type"": ""PER""}, {""text"": ""Wood"", ""type"": ""PER""}]",0
"I did n't play my tennis . """,[],1
"Of the nearly 270 people hanged for various crimes in Singapore since 1975 , almost half have been for drug-related charges .","[{""text"": ""Singapore"", ""type"": ""LOC""}]",1
"Around 2,000 of Indonesia 's controversial Timor national car made by Kia Motor Corp of South Korea arrived at Jakarta 's Tanjung Priok port on Thursday .","[{""text"": ""Indonesia"", ""type"": ""LOC""}, {""text"": ""Jakarta"", ""type"": ""LOC""}, {""text"": ""South Korea"", ""type"": ""LOC""}, {""text"": ""Tanjung Priok"", ""type"": ""LOC""}, {""text"": ""Timor"", ""type"": ""LOC""}, {""text"": ""Kia Motor Corp"", ""type"": ""ORG""}]",0
Germany take the bronze medal as fastest losing semifinalist .,"[{""text"": ""Germany"", ""type"": ""LOC""}]",1
"Middlesex 199 and 426 , Hampshire 232 and 205 ( A. Fraser 5-79 , P. Tufnell 4-39 ) .","[{""text"": ""Hampshire"", ""type"": ""ORG""}, {""text"": ""Middlesex"", ""type"": ""ORG""}, {""text"": "". Fraser"", ""type"": ""PER""}, {""text"": "". Tufnell"", ""type"": ""PER""}, {""text"": ""A"", ""type"": ""PER""}, {""text"": ""P"", ""type"": ""PER""}]",0
"won , drawn , lost , goals for , goals against , points ) :",[],1
Brown threw 119 pitches and won for the third time in as many starts against the Reds this season .,"[{""text"": ""Reds"", ""type"": ""ORG""}, {""text"": ""Brown"", ""type"": ""PER""}]",1
""" I do n't think it would imply the collapse of the stock market , unless the rise in rates touches off a dynamic within the market , which would include selling by portfolio managers , redemptions by individuals of mutual funds that would , in turn , pressure the portfolio managers to sell even more stock . """,[],1
"Once he did , I knew I had to make birdies just to keep up .",[],1
"Jordan , whose 1992 film "" The Crying Game "" also came under fire for what was perceived as a sympathetic portrayal of the IRA , said Collins was more than just a revolutionary .","[{""text"": ""The Crying Game"", ""type"": ""MISC""}, {""text"": ""IRA"", ""type"": ""ORG""}, {""text"": ""Collins"", ""type"": ""PER""}, {""text"": ""Jordan"", ""type"": ""PER""}]",1
SOCCER - DUTCH DRAW 2-2 WITH BRAZIL IN FRIENDLY INTERNATIONAL .,"[{""text"": ""BRAZ"", ""type"": ""LOC""}, {""text"": ""D"", ""type"": ""MISC""}, {""text"": ""##IL"", ""type"": ""ORG""}]",0
YEREVAN 1996-08-31,"[{""text"": ""YEREVAN"", ""type"": ""LOC""}]",1
NEW YORK 1996-08-30,"[{""text"": ""NEW YORK"", ""type"": ""LOC""}]",1
""" Legislation is insufficient in several areas , notably in those concerning illegal work , "" Juppe told reporters .","[{""text"": ""Juppe"", ""type"": ""PER""}]",1
Bert Lauwers,"[{""text"": ""Bert Lauwer"", ""type"": ""PER""}]",0
"If tennis was like that every day , I think everybody wold be having a lot more fun . """,[],1
Orr said Thatcher 's press secretary Bernard Ingram asked her to telephone if she saw any threatening indications in the future .,"[{""text"": ""Bernard Ingram"", ""type"": ""PER""}, {""text"": ""Or"", ""type"": ""PER""}, {""text"": ""Thatcher"", ""type"": ""PER""}]",0
VANCOUVER 1996-08-31,"[{""text"": ""VANCOUVER"", ""type"": ""LOC""}]",1
"Seven Iraqis who seized a Sudanese airliner with 199 people aboard and forced it to fly to London were on Friday charged with hijack , ending speculation that they might be offered immediate asylum in Britain .","[{""text"": ""Britain"", ""type"": ""LOC""}, {""text"": ""London"", ""type"": ""LOC""}, {""text"": ""Iraqi"", ""type"": ""MISC""}, {""text"": ""Sudanese"", ""type"": ""MISC""}]",0
"Caltex Petroleum Corp plans to build a lubricants blender in a bonded zone in Tianjin , the newspaper said .","[{""text"": ""##ianjin"", ""type"": ""LOC""}, {""text"": ""T"", ""type"": ""LOC""}, {""text"": ""Caltex Petroleum Corp"", ""type"": ""ORG""}]",0
Canada beat Panama 3-1 ( halftime 2-0 ) in their CONCACAF semifinal phase qualifying match for the 1998 World Cup on Friday .,"[{""text"": ""Canada"", ""type"": ""LOC""}, {""text"": ""Panama"", ""type"": ""LOC""}, {""text"": ""World Cup"", ""type"": ""MISC""}, {""text"": ""CONCACAF"", ""type"": ""ORG""}]",1
"I am told that it is terminal and that my life expectancy is one year or less , "" a composed Bernardin told a news conference .","[{""text"": ""Bernard"", ""type"": ""PER""}]",0
"A Polish consortium including the Bank Rozwoju Exportu SA ( BRE ) plans to rival France 's Hachette in bidding for Polish state-owned press distribution chain Ruch SA , Zycie Warszawy daily said on Saturday .","[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""Polish"", ""type"": ""MISC""}, {""text"": ""Polish"", ""type"": ""MISC""}, {""text"": ""BRE"", ""type"": ""ORG""}, {""text"": ""Bank Rozwoju Exportu SA"", ""type"": ""ORG""}, {""text"": ""Hachette"", ""type"": ""ORG""}, {""text"": ""Ruch SA"", ""type"": ""ORG""}, {""text"": ""Zycie Warszawy"", ""type"": ""ORG""}]",1
7. Vebjoen Rodal ( Norway ) 1:46.45,"[{""text"": ""Norway"", ""type"": ""LOC""}, {""text"": ""##ebjo"", ""type"": ""PER""}, {""text"": ""##en Rodal"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""V"", ""type"": ""PER""}]",0
7. Tanya Dubnicoff ( Canada ) 36.307,"[{""text"": ""Canada"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Tanya Dubnicoff"", ""type"": ""PER""}]",0
Oxford 4 1 0 3 6 5 3,"[{""text"": ""Oxford"", ""type"": ""ORG""}]",1
This match is to prepare me .,[],1
GENEVA 1996-08-30,"[{""text"": ""GENEVA"", ""type"": ""LOC""}]",1
CHICAGO 1996-08-30,"[{""text"": ""##ICAGO"", ""type"": ""LOC""}, {""text"": ""CH"", ""type"": ""LOC""}]",0
Mladost ( BJ ) 4 0 1 3 2 10 1,"[{""text"": ""Mladost ( BJ )"", ""type"": ""ORG""}]",1
American Nate Miller successfully defended his WBA cruiserweight title when he knocked out compatriot James Heath in the seventh round of their bout on Saturday .,"[{""text"": ""American"", ""type"": ""MISC""}, {""text"": ""WBA"", ""type"": ""MISC""}, {""text"": ""James Heath"", ""type"": ""PER""}, {""text"": ""Nate Miller"", ""type"": ""PER""}]",0
"Bob Wickman ( 6-1 ) pitched 2 2/3 hitless innings for the win , his second for the Brewers .","[{""text"": ""Brewers"", ""type"": ""ORG""}, {""text"": ""Bob Wickman"", ""type"": ""PER""}]",1
They say the politicians will need to promote legislation that helps the economy without scaring the socks off financial markets .,[],1
No pleas were entered at the preliminary hearing .,[],1
mph / 182.778 kph ),[],1
3. Derrick Adkins ( U.S. ) 48.62,"[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Derrick Adkins"", ""type"": ""PER""}]",0
SOCCER - RESULT IN SPANISH FIRST DIVISION .,"[{""text"": ""##IS"", ""type"": ""MISC""}, {""text"": ""SP"", ""type"": ""MISC""}]",0
Net foreign currency - 12.63 - 12.08,[],1
D. Gough run out 0,"[{""text"": ""D. Gough"", ""type"": ""PER""}]",1
"Silva excused his absence from Brazil 's game against Russia , on Wednesday , and Saturday 's match with the Netherlands by saying he had lost his passport .","[{""text"": ""Brazil"", ""type"": ""LOC""}, {""text"": ""Netherlands"", ""type"": ""LOC""}, {""text"": ""Russia"", ""type"": ""LOC""}, {""text"": ""Silva"", ""type"": ""PER""}]",1
MOSCOW 1996-08-31,"[{""text"": ""MOSCOW"", ""type"": ""LOC""}]",1
"Nickel rose by 500 to 39,200 rupees on thin supply and fresh buying by stainless steel makers .",[],1
7. Margarita Maruseva ( Russia ) 4:10.87,"[{""text"": ""Russia"", ""type"": ""LOC""}, {""text"": ""##gar"", ""type"": ""PER""}, {""text"": ""##ita Maruseva"", ""type"": ""PER""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Mar"", ""type"": ""PER""}]",0
""" He developed techniques of guerilla warfare later copied by independence movements around the world , from Mao Tse-Tung in China to Yitzak Shamir in Israel , "" Jordan said .","[{""text"": ""China"", ""type"": ""LOC""}, {""text"": ""Israel"", ""type"": ""LOC""}, {""text"": ""Jordan"", ""type"": ""LOC""}, {""text"": ""##ak Shamir"", ""type"": ""PER""}, {""text"": ""##tz"", ""type"": ""PER""}, {""text"": ""Mao Tse"", ""type"": ""PER""}, {""text"": ""Tung"", ""type"": ""PER""}, {""text"": ""Yi"", ""type"": ""PER""}]",0
"Stakes , a race for two-year-olds run over six furlongs ( 1,200",[],0
Women 's shot put,[],1
64 Bob Estes,"[{""text"": ""Bob Estes"", ""type"": ""PER""}]",1
Chonbuk 0 0 3 3 7 0,"[{""text"": ""Chonbuk"", ""type"": ""ORG""}]",1
He succeeded to the throne in 1951 on the abdication of his father Leopold III .,"[{""text"": ""Leopold"", ""type"": ""PER""}]",0
as well as one-day matches against the Minor Counties and,"[{""text"": ""Minor Counties"", ""type"": ""MISC""}]",0
But I think it 's not that .,[],1
Women 's javelin,[],1
Eyles played his best squash of the tournament to beat fourth-seeded Peter Nicol of Scotland 15-10 8-15 15-10 15-4 .,"[{""text"": ""Scotland"", ""type"": ""LOC""}, {""text"": ""##yles"", ""type"": ""PER""}, {""text"": ""E"", ""type"": ""PER""}, {""text"": ""Peter Nicol"", ""type"": ""PER""}]",0
""" The deal really levels the seating field somewhat , "" said John Casesa of Schroder Wertheim & Co . ""","[{""text"": ""Schroder Wertheim & Co"", ""type"": ""ORG""}, {""text"": ""John Casesa"", ""type"": ""PER""}]",1
U.S. President Bill Clinton has authorised the repositioning of U.S. firepower in the Gulf region in response to the Iraqi attacks .,"[{""text"": ""Gulf"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Iraqi"", ""type"": ""MISC""}, {""text"": ""Bill Clinton"", ""type"": ""PER""}]",0
"Revs 476 2,253",[],1
"Flavio Cotti , the chairman of the Organisation for Security and Cooperation in Europe ( OSCE ) , told German radio the Vienna-based body viewed the conflict in Chechnya as an internal Russian problem .","[{""text"": ""Chechnya"", ""type"": ""LOC""}, {""text"": ""German"", ""type"": ""MISC""}, {""text"": ""Russian"", ""type"": ""MISC""}, {""text"": ""Vienna"", ""type"": ""MISC""}, {""text"": ""OSCE"", ""type"": ""ORG""}, {""text"": ""Organisation for Security and Cooperation in Europe"", ""type"": ""ORG""}, {""text"": ""##lavio Cotti"", ""type"": ""PER""}, {""text"": ""F"", ""type"": ""PER""}]",0
"A week ago a home-made bomb exploded in a market in the western coastal town of Bou Haroun , 65 km ( 40 miles ) from Algiers .","[{""text"": ""Algiers"", ""type"": ""LOC""}, {""text"": ""Bou Haroun"", ""type"": ""LOC""}]",1
Under English law the maximum sentence for hijack is life imprisonment but there has been widespread speculation that the seven will receive lesser sentences .,"[{""text"": ""English"", ""type"": ""MISC""}]",1
"The plan has raised a storm of protest from U.S. avocado growers , who are largely concentrated in California .","[{""text"": ""California"", ""type"": ""LOC""}, {""text"": ""U. S"", ""type"": ""LOC""}]",0
At Chesterfield : Derbyshire beat Worcestershire by nine wickets .,"[{""text"": ""Chesterfield"", ""type"": ""LOC""}, {""text"": ""Derbyshire"", ""type"": ""ORG""}, {""text"": ""Worcestershire"", ""type"": ""ORG""}]",1
"France - 1 - Bernard Lama ; 2 - Lilian Thuram ( 14 - Sabri Lamouchi 87th ) , 5 - Laurent Blanc , 8 - Marcel Desailly ( 12 - Franck Leboeuf 46th ) , 3 - Bixente Lizarazu ; 4 - Christian Karembeu , 7 - Didier Deschamps , 10 - Youri Djorkaeff , 6 - Reynald Pedros ( 13 - Robert Pires 46th ) ; 9 - Nicolas Ouedec ( 17 - Florian Maurice 64th ) , 11 - Patrice Loko ( 15 - Zinedine Zidane 46th )","[{""text"": ""France"", ""type"": ""LOC""}, {""text"": ""##an"", ""type"": ""PER""}, {""text"": ""##bri Lamouchi"", ""type"": ""PER""}, {""text"": ""##ck Leboe"", ""type"": ""PER""}, {""text"": ""##d Pedros"", ""type"": ""PER""}, {""text"": ""##ente Lizaraz"", ""type"": ""PER""}, {""text"": ""##i Djorkaef"", ""type"": ""PER""}, {""text"": ""##ian Maurice"", ""type"": ""PER""}, {""text"": ""##ian Thuram"", ""type"": ""PER""}, {""text"": ""##ier Deschamps"", ""type"": ""PER""}, {""text"": ""##ine Zidane"", ""type"": ""PER""}, {""text"": ""##ined"", ""type"": ""PER""}, {""text"": ""##ix"", ""type"": ""PER""}, {""text"": ""##lor"", ""type"": ""PER""}, {""text"": ""##rice Loko"", ""type"": ""PER""}, {""text"": ""B"", ""type"": ""PER""}, {""text"": ""Bernard Lama"", ""type"": ""PER""}, {""text"": ""Christian Karembeu"", ""type"": ""PER""}, {""text"": ""Did"", ""type"": ""PER""}, {""text"": ""F"", ""type"": ""PER""}, {""text"": ""Fr"", ""type"": ""PER""}, {""text"": ""Laurent Blanc"", ""type"": ""PER""}, {""text"": ""Lil"", ""type"": ""PER""}, {""text"": ""Marcel Desailly"", ""type"": ""PER""}, {""text"": ""Nicolas Ouedec"", ""type"": ""PER""}, {""text"": ""Pat"", ""type"": ""PER""}, {""text"": ""Reynal"", ""type"": ""PER""}, {""text"": ""Robert Pires"", ""type"": ""PER""}, {""text"": ""Sa"", ""type"": ""PER""}, {""text"": ""Your"", ""type"": ""PER""}, {""text"": ""Z"", ""type"": ""PER""}]",0
"Roberto Bisconti will be sidelined for six Euro ties after pushing the referee in the back as he protested about a Karlsruhe goal , while Didier Ernst was banned for four matches for a verbal attack soon after Bisconti was also dismissed .","[{""text"": ""Euro"", ""type"": ""MISC""}, {""text"": ""Karlsruhe"", ""type"": ""ORG""}, {""text"": ""##ier Ernst"", ""type"": ""PER""}, {""text"": ""Bisconti"", ""type"": ""PER""}, {""text"": ""Did"", ""type"": ""PER""}, {""text"": ""Roberto Bisconti"", ""type"": ""PER""}]",0
May,[],1
"Tell my sons to collect my bones , "" he said after hearing he was likely to die behind bars .",[],1
Telgheder ( 2-5 ) snapped a personal three-game losing streak .,"[{""text"": ""##ede"", ""type"": ""ORG""}, {""text"": ""Telgh"", ""type"": ""PER""}]",0
""" To be a great coach you have to have the right horses and I got the right horses , "" said King .",[],0
PRESS DIGEST - Tunisia - Aug 31 .,"[{""text"": ""Tunisia"", ""type"": ""LOC""}]",1
"After Parnevik started off his round by parring the first hole and bogeying the second , the Swede birdied six of the next seven holes .","[{""text"": ""##wede"", ""type"": ""MISC""}, {""text"": ""S"", ""type"": ""MISC""}, {""text"": ""Parnevik"", ""type"": ""PER""}]",0
"Tajik government troops now control of the strategically vital town of Tavildara after driving out Islamic rebels , but sporadic gunfire still echoed in the nearby Pamir mountains on Friday .","[{""text"": ""Pamir"", ""type"": ""LOC""}, {""text"": ""Tavildara"", ""type"": ""LOC""}, {""text"": ""Islamic"", ""type"": ""MISC""}, {""text"": ""Tajik"", ""type"": ""MISC""}]",1
"However , December T-bonds ended below a major trendline level at 106-26/32 , as the yield in the cash bond market set its highest monthly close since April 1995 at 7.12 percent , one analyst said .","[{""text"": ""T"", ""type"": ""MISC""}]",0
3. Lucy Tyler-Sharman ( Australia ) 3:31.830,"[{""text"": ""Australia"", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Lucy Tyler - Sharman"", ""type"": ""PER""}]",0
"St. Louis-based Mercantile Bancorp Inc. , a bank holding company with $ 18.04 billion in assets , was seen by many analysts as the most attractive Missouri franchise in size after Boatmen 's .","[{""text"": ""Missouri"", ""type"": ""LOC""}, {""text"": ""St. Louis"", ""type"": ""MISC""}, {""text"": ""Boatmen ' s"", ""type"": ""ORG""}, {""text"": ""Mercantile Bancorp Inc"", ""type"": ""ORG""}]",0
"7. Al Unser Jr ( U.S. ) , Penske Mercedes-Benz , 54.683","[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""Penske Mercedes - Benz"", ""type"": ""ORG""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Al Unser Jr"", ""type"": ""PER""}]",0
Florida 10 ST LOUIS 9,"[{""text"": ""Florida"", ""type"": ""ORG""}, {""text"": ""ST LOUIS"", ""type"": ""ORG""}]",1
3. Gwen Torrence ( U.S. ) 11.07,"[{""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Gwen Torrence"", ""type"": ""PER""}]",0
ATLANTA AT CHICAGO,"[{""text"": ""CHICAGO"", ""type"": ""LOC""}, {""text"": ""##LANTA"", ""type"": ""ORG""}, {""text"": ""AT"", ""type"": ""ORG""}]",0
5. Erik Dekker ( Netherlands ) Rabobank 1:23,"[{""text"": ""Netherlands"", ""type"": ""LOC""}, {""text"": ""Rabobank"", ""type"": ""ORG""}, {""text"": ""."", ""type"": ""PER""}, {""text"": ""Erik Dekker"", ""type"": ""PER""}]",0
The newspapers said the men were being interrogated .,[],1
A separate report from Chicago area purchasing managers underlined the strength in manufacturing as the group 's barometer of manufacturing in the region jumped to 60 in August from 51.2 in July .,"[{""text"": ""Chicago"", ""type"": ""LOC""}]",1
"The KDP charges that the rival Patriotic Union of Kurdistan , which took control of Arbil in fighting in December 1994 , has backing from Iran .","[{""text"": ""Arbil"", ""type"": ""LOC""}, {""text"": ""Iran"", ""type"": ""LOC""}, {""text"": ""KDP"", ""type"": ""ORG""}, {""text"": ""Patriotic Union of Kurdistan"", ""type"": ""ORG""}]",1
""" There was some profit-taking early on , and it 's just sitting there , "" a Texas trader said of heating oil 's and gasoline 's losses .","[{""text"": ""Texas"", ""type"": ""LOC""}]",1
MINNESOTA 67 68 .496 13 1/2,"[{""text"": ""MINNESOTA"", ""type"": ""ORG""}]",1
Results of Scottish league,"[{""text"": ""Scottish"", ""type"": ""MISC""}]",1
The temperamental left-hander defeated the Chilean 6-4 4-6 7-6 6-2 .,"[{""text"": ""Chilean"", ""type"": ""MISC""}]",1
BOXING - PANAMA 'S ROBERTO DURAN FIGHTS THE SANDS OF TIME .,"[{""text"": ""##BE"", ""type"": ""LOC""}, {""text"": ""PA"", ""type"": ""LOC""}, {""text"": ""##NAMA"", ""type"": ""ORG""}, {""text"": ""##O"", ""type"": ""PER""}, {""text"": ""R"", ""type"": ""PER""}]",0
Heath did score with two brusing lefts to Miller 's head in the third round but failed to put his opponent under any real pressure .,"[{""text"": ""Heath"", ""type"": ""PER""}, {""text"": ""Miller"", ""type"": ""PER""}]",1
LOS ANGELES 73 61 .545 2,"[{""text"": ""LOS ANGELES"", ""type"": ""ORG""}]",1
"PRESALE - Bay Co Bldg Auth , Mich ..","[{""text"": ""Mich"", ""type"": ""LOC""}, {""text"": ""Bay Co Bldg Auth"", ""type"": ""ORG""}]",1
DAMASCUS 1996-08-30,"[{""text"": ""DAMASCUS"", ""type"": ""LOC""}]",1
Inverness Thistle 3 1 0 2 3 6 3,"[{""text"": ""Inverness Thistle"", ""type"": ""ORG""}]",1
Alba ( Germany ) 75 Red Star ( Yugoslavia ) 70 ( 42-41 ),"[{""text"": ""Germany"", ""type"": ""LOC""}, {""text"": ""Yugoslavia"", ""type"": ""LOC""}, {""text"": ""Alba"", ""type"": ""ORG""}, {""text"": ""Red Star"", ""type"": ""ORG""}]",1
""" You just kind of keep fighting and you keep trying to make him play a little bit .",[],1
"2002 70,000",[],1
"I gave up a lot of hits in the early innings and I was n't thinking about the seventh , eighth or ninth .",[],1
"... The view of the U.S. government on ( Farrakhan 's ) not accepting any gifts from Libya is well-known . ""","[{""text"": ""Libya"", ""type"": ""LOC""}, {""text"": ""U. S."", ""type"": ""LOC""}, {""text"": ""##han"", ""type"": ""PER""}, {""text"": ""Farrak"", ""type"": ""PER""}]",0
"Analysts said the reports implied the economy was not slowing down in the third quarter after a burst of growth in the spring , and that the lull in late June and July was more temporary than Federal Reserve policy-makers had wanted .","[{""text"": ""Federal Reserve"", ""type"": ""ORG""}]",1
"Tens of thousands of people have been killed and many more have been displaced in the fighting , which breached a shaky United Nations-sponsored ceasefire .","[{""text"": ""United Nations"", ""type"": ""MISC""}]",0
"Fears of a Fed tightening next month have resurfaced for the first time since the end of July . ""","[{""text"": ""Fed"", ""type"": ""ORG""}]",1
"The piece of hull , lifted from the ocean floor by means of several diesel-filled bags , had been stuck about 200 feet ( about 70 metres ) below the water 's surface before it fell , she said .",[],1
DUBLIN 1996-08-30,"[{""text"": ""DUBLIN"", ""type"": ""LOC""}]",1
Polish group to bid for Ruch newsstand chain - paper .,"[{""text"": ""Polish"", ""type"": ""MISC""}, {""text"": ""R"", ""type"": ""MISC""}, {""text"": ""##uch"", ""type"": ""ORG""}]",0
At Portsmouth : Middlesex beat Hampshire by 188 runs .,"[{""text"": ""Portsmouth"", ""type"": ""LOC""}, {""text"": ""Hampshire"", ""type"": ""ORG""}, {""text"": ""Middlesex"", ""type"": ""ORG""}]",1
"But the company complained inflation and the artificially high rate of the leu cut profit margins on exports , keeping profits well below its forecast of 1.4 billion lei .",[],1
